,Pokemon1,Pokemon2,Bonus_type_poke1,Bonus_type_poke2,Nb_victory_poke1,Nb_victory_poke2,Mean_nb_turn
2983,persian,sunflora,0.0,0.0,85.0,15.0,7.23
2984,persian,sudowoodo,-1.0,0.0,32.0,68.0,11.74
2985,persian,tauros,0.0,0.0,41.0,59.0,9.15
2986,persian,drapion,0.0,0.0,68.0,32.0,9.88
2987,persian,obstagoon,0.0,0.0,32.0,68.0,12.22
2988,persian,ambipom,0.0,0.0,45.0,55.0,11.37
2989,persian,scizor,-1.0,0.0,35.0,65.0,10.53
2990,persian,beedrill,0.0,0.0,96.0,4.0,6.18
2991,persian,scyther,0.0,0.0,50.0,50.0,10.5
2992,persian,dunsparce,0.0,0.0,88.0,12.0,9.4
2993,persian,masquerain,0.0,0.0,92.0,8.0,5.96
2994,persian,mothim,0.0,0.0,96.0,4.0,6.12
2995,persian,garchomp,0.0,0.0,46.0,54.0,9.48
2996,persian,dragonite,0.0,0.0,45.0,55.0,10.49
2997,persian,salamence,0.0,0.0,39.0,61.0,9.37
2998,persian,flygon,0.0,0.0,58.0,42.0,10.72
2999,persian,delcatty,0.0,0.0,89.0,11.0,7.03
3000,persian,furret,0.0,0.0,70.0,30.0,11.2
3001,persian,linoone,0.0,0.0,66.0,34.0,12.04
3002,persian,zangoose,0.0,0.0,91.0,9.0,6.55
3003,alolan persian,skarmory,0.0,0.0,86.0,14.0,7.36
3004,alolan persian,vespiquen,0.0,1.0,47.0,53.0,10.47
3005,alolan persian,farfetch'd,0.0,0.0,92.0,8.0,5.52
3006,alolan persian,dodrio,0.0,0.0,74.0,26.0,7.38
3007,alolan persian,staraptor,0.0,0.0,61.0,39.0,8.99
3008,alolan persian,swellow,0.0,0.0,40.0,60.0,11.68
3009,alolan persian,hitmontop,0.0,2.0,67.0,33.0,4.95
3010,alolan persian,noctowl,0.0,0.0,69.0,31.0,11.15
3011,alolan persian,crobat,0.0,0.0,30.0,70.0,11.58
3012,alolan persian,fearow,0.0,0.0,92.0,8.0,7.0
3013,alolan persian,pidgeot,0.0,0.0,63.0,37.0,9.01
3014,alolan persian,feraligatr,0.0,0.0,59.0,41.0,9.47
3015,alolan persian,kabutops,0.0,0.0,82.0,18.0,6.62
3016,alolan persian,dewgong,0.0,0.0,55.0,45.0,12.51
3017,alolan persian,seaking,0.0,0.0,64.0,36.0,8.72
3018,alolan persian,huntail,0.0,0.0,78.0,22.0,7.48
3019,alolan persian,kingdra,0.0,0.0,52.0,48.0,10.08
3020,alolan persian,lapras,0.0,0.0,24.0,76.0,12.98
3021,alolan persian,lumineon,0.0,0.0,83.0,17.0,9.55
3022,alolan persian,milotic,0.0,0.0,40.0,60.0,11.06
3023,alolan persian,chatot,0.0,0.0,83.0,17.0,7.73
3024,alolan persian,slowking,1.0,0.0,67.0,33.0,9.05
3025,alolan persian,gorebyss,0.0,0.0,74.0,26.0,7.28
3026,alolan persian,politoed,0.0,0.0,49.0,51.0,10.63
3027,alolan persian,lucario,-1.0,2.0,16.0,84.0,7.56
3028,alolan persian,abomasnow,0.0,0.0,50.0,50.0,10.98
3029,alolan persian,weavile,0.0,0.0,24.0,76.0,9.42
3030,alolan persian,alolan sandslash,0.0,0.0,77.0,23.0,7.93
3031,alolan persian,cursola,1.0,0.0,91.0,9.0,5.17
3032,alolan persian,gengar,1.0,0.0,91.0,9.0,5.69
3033,alolan persian,drifblim,1.0,0.0,70.0,30.0,9.28
3034,alolan persian,mismagius,1.0,0.0,82.0,18.0,6.22
3035,alolan persian,froslass,1.0,0.0,86.0,14.0,7.3
3036,alolan persian,shedinja,1.0,1.0,99.0,1.0,1.95
3037,alolan persian,dusknoir,1.0,0.0,70.0,30.0,8.6
3038,alolan persian,exploud,0.0,0.0,68.0,32.0,10.44
3039,alolan persian,camerupt,0.0,0.0,68.0,32.0,9.62
3040,alolan persian,torkoal,0.0,0.0,84.0,16.0,8.28
3041,alolan persian,exeggutor,1.0,0.0,85.0,15.0,10.71
3042,alolan persian,alolan exeggutor,0.0,0.0,83.0,17.0,14.29
3043,alolan persian,marowak,0.0,0.0,86.0,14.0,8.2
3044,alolan persian,alolan marowak,1.0,0.0,90.0,10.0,6.42
3045,alolan persian,luvdisc,0.0,0.0,99.0,1.0,4.41
3046,alolan persian,clefable,0.0,1.0,34.0,66.0,9.66
3047,alolan persian,gallade,0.0,2.0,48.0,52.0,6.32
3048,alolan persian,galarian rapidash,0.0,1.0,66.0,34.0,7.36
3049,alolan persian,swalot,0.0,0.0,56.0,44.0,13.14
3050,alolan persian,weezing,0.0,0.0,82.0,18.0,7.58
3051,alolan persian,arbok,0.0,0.0,87.0,13.0,7.67
3052,alolan persian,raticate,0.0,0.0,91.0,9.0,6.77
3053,alolan persian,alolan raticate,0.0,0.0,87.0,13.0,9.81
3054,alolan persian,stantler,0.0,0.0,81.0,19.0,7.33
3055,alolan persian,rampardos,0.0,0.0,56.0,44.0,9.18
3056,alolan persian,lickilicky,0.0,0.0,31.0,69.0,14.59
3057,alolan persian,rapidash,0.0,0.0,77.0,23.0,8.61
3058,alolan persian,wigglytuff,0.0,1.0,31.0,69.0,10.81
3059,alolan persian,muk,0.0,0.0,48.0,52.0,11.54
3060,alolan persian,sunflora,0.0,0.0,75.0,25.0,8.67
3061,alolan persian,sudowoodo,0.0,0.0,77.0,23.0,8.43
3062,alolan persian,tauros,0.0,0.0,58.0,42.0,8.75
3063,alolan persian,drapion,0.0,0.0,82.0,18.0,8.5
3064,alolan persian,obstagoon,0.0,0.0,39.0,61.0,10.71
3065,alolan persian,ambipom,0.0,0.0,25.0,75.0,12.08
3066,alolan persian,scizor,0.0,1.0,50.0,50.0,7.74
3067,alolan persian,beedrill,0.0,1.0,77.0,23.0,6.77
3068,alolan persian,scyther,0.0,1.0,26.0,74.0,9.34
3069,alolan persian,dunsparce,0.0,0.0,67.0,33.0,10.51
3070,alolan persian,masquerain,0.0,1.0,61.0,39.0,7.75
3071,alolan persian,mothim,0.0,1.0,67.0,33.0,6.79
3072,alolan persian,garchomp,0.0,0.0,44.0,56.0,10.14
3073,alolan persian,dragonite,0.0,0.0,21.0,79.0,11.71
3074,alolan persian,salamence,0.0,0.0,36.0,64.0,10.28
3075,alolan persian,flygon,0.0,0.0,38.0,62.0,11.5
3076,alolan persian,delcatty,0.0,0.0,87.0,13.0,7.59
3077,alolan persian,furret,0.0,0.0,47.0,53.0,13.37
3078,alolan persian,linoone,0.0,0.0,56.0,44.0,12.96
3079,alolan persian,zangoose,0.0,0.0,77.0,23.0,7.43
3080,alolan persian,persian,0.0,0.0,31.0,69.0,9.73
3081,cherrim,skarmory,-1.0,1.0,9.0,91.0,6.25
3082,cherrim,vespiquen,0.0,1.0,12.0,88.0,8.3
3083,cherrim,farfetch'd,0.0,1.0,71.0,29.0,5.48
3084,cherrim,dodrio,0.0,1.0,13.0,87.0,5.03
3085,cherrim,staraptor,0.0,1.0,3.0,97.0,5.39
3086,cherrim,swellow,0.0,1.0,8.0,92.0,6.78
3087,cherrim,hitmontop,0.0,1.0,17.0,83.0,4.61
3088,cherrim,noctowl,0.0,1.0,8.0,92.0,8.82
3089,cherrim,crobat,0.0,1.0,6.0,94.0,5.6
3090,cherrim,fearow,0.0,1.0,26.0,74.0,6.32
3091,cherrim,pidgeot,0.0,1.0,13.0,87.0,6.33
3092,cherrim,feraligatr,1.0,0.0,31.0,69.0,6.73
3093,cherrim,kabutops,2.0,0.0,58.0,42.0,4.34
3094,cherrim,dewgong,1.0,1.0,35.0,65.0,8.99
3095,cherrim,seaking,1.0,0.0,46.0,54.0,7.44
3096,cherrim,huntail,1.0,0.0,62.0,38.0,5.7
3097,cherrim,kingdra,0.0,0.0,3.0,97.0,6.44
3098,cherrim,lapras,1.0,1.0,2.0,98.0,8.44
3099,cherrim,lumineon,1.0,0.0,61.0,39.0,7.89
3100,cherrim,milotic,1.0,0.0,13.0,87.0,8.62
3101,cherrim,chatot,0.0,1.0,36.0,64.0,6.92
3102,cherrim,slowking,1.0,0.0,24.0,76.0,8.78
3103,cherrim,gorebyss,1.0,0.0,61.0,39.0,5.79
3104,cherrim,politoed,1.0,0.0,38.0,62.0,9.32
3105,cherrim,lucario,-1.0,1.0,0.0,100.0,3.86
3106,cherrim,abomasnow,0.0,1.0,6.0,94.0,7.1
3107,cherrim,weavile,0.0,1.0,2.0,98.0,3.98
3108,cherrim,alolan sandslash,-1.0,1.0,11.0,89.0,7.33
3109,cherrim,cursola,0.0,0.0,35.0,65.0,6.27
3110,cherrim,gengar,-1.0,1.0,0.0,100.0,5.38
3111,cherrim,drifblim,-1.0,1.0,6.0,94.0,8.78
3112,cherrim,mismagius,0.0,0.0,19.0,81.0,6.77
3113,cherrim,froslass,0.0,1.0,8.0,92.0,6.36
3114,cherrim,shedinja,-1.0,1.0,98.0,2.0,1.98
3115,cherrim,dusknoir,0.0,0.0,1.0,99.0,8.61
3116,cherrim,exploud,0.0,0.0,33.0,67.0,8.73
3117,cherrim,camerupt,0.0,1.0,13.0,87.0,6.69
3118,cherrim,torkoal,0.0,1.0,42.0,58.0,7.3
3119,cherrim,exeggutor,0.0,0.0,39.0,61.0,11.23
3120,cherrim,alolan exeggutor,0.0,0.0,35.0,65.0,11.71
3121,cherrim,marowak,1.0,0.0,69.0,31.0,6.55
3122,cherrim,alolan marowak,-1.0,1.0,11.0,89.0,7.53
3123,cherrim,luvdisc,1.0,0.0,98.0,2.0,5.32
3124,cherrim,clefable,0.0,0.0,7.0,93.0,9.03
3125,cherrim,gallade,0.0,1.0,13.0,87.0,6.01
3126,cherrim,galarian rapidash,0.0,0.0,3.0,97.0,6.39
3127,cherrim,swalot,0.0,1.0,9.0,91.0,8.67
3128,cherrim,weezing,0.0,1.0,46.0,54.0,6.7
3129,cherrim,arbok,0.0,1.0,16.0,84.0,5.82
3130,cherrim,raticate,0.0,0.0,55.0,45.0,6.99
3131,cherrim,alolan raticate,0.0,0.0,51.0,49.0,9.77
3132,cherrim,stantler,0.0,0.0,53.0,47.0,7.83
3133,cherrim,rampardos,1.0,0.0,34.0,66.0,6.5
3134,cherrim,lickilicky,0.0,0.0,6.0,94.0,11.36
3135,cherrim,rapidash,0.0,1.0,5.0,95.0,5.21
3136,cherrim,wigglytuff,0.0,0.0,15.0,85.0,10.73
3137,cherrim,muk,0.0,1.0,2.0,98.0,8.12
3138,cherrim,sunflora,0.0,0.0,10.0,90.0,7.54
3139,cherrim,sudowoodo,1.0,0.0,58.0,42.0,6.96
3140,cherrim,tauros,0.0,0.0,6.0,94.0,5.8
3141,cherrim,drapion,0.0,1.0,22.0,78.0,7.06
3142,cherrim,obstagoon,0.0,0.0,9.0,91.0,8.33
3143,cherrim,ambipom,0.0,0.0,2.0,98.0,6.8
3144,cherrim,scizor,-1.0,1.0,2.0,98.0,6.32
3145,cherrim,beedrill,0.0,1.0,30.0,70.0,6.28
3146,cherrim,scyther,0.0,1.0,0.0,100.0,4.46
3147,cherrim,dunsparce,0.0,0.0,46.0,54.0,9.68
3148,cherrim,masquerain,0.0,1.0,17.0,83.0,6.93
3149,cherrim,mothim,0.0,1.0,41.0,59.0,6.31
3150,cherrim,garchomp,0.0,0.0,1.0,99.0,6.03
3151,cherrim,dragonite,0.0,1.0,0.0,100.0,5.75
3152,cherrim,salamence,0.0,1.0,1.0,99.0,5.21
3153,cherrim,flygon,0.0,0.0,2.0,98.0,7.42
3154,cherrim,delcatty,0.0,0.0,52.0,48.0,7.68
3155,cherrim,furret,0.0,0.0,21.0,79.0,10.25
3156,cherrim,linoone,0.0,0.0,21.0,79.0,10.81
3157,cherrim,zangoose,0.0,0.0,7.0,93.0,5.87
3158,cherrim,persian,0.0,0.0,9.0,91.0,6.09
3159,cherrim,alolan persian,0.0,0.0,19.0,81.0,7.95
3160,beautifly,skarmory,-1.0,1.0,6.0,94.0,4.66
3161,beautifly,vespiquen,1.0,1.0,30.0,70.0,6.0
3162,beautifly,farfetch'd,0.0,1.0,36.0,64.0,4.58
3163,beautifly,dodrio,0.0,1.0,13.0,87.0,4.35
3164,beautifly,staraptor,0.0,1.0,0.0,100.0,4.34
3165,beautifly,swellow,0.0,1.0,14.0,86.0,5.72
3166,beautifly,hitmontop,1.0,0.0,55.0,45.0,4.81
3167,beautifly,noctowl,0.0,1.0,6.0,94.0,6.5
3168,beautifly,crobat,0.0,1.0,0.0,100.0,4.0
3169,beautifly,fearow,0.0,1.0,26.0,74.0,4.96
3170,beautifly,pidgeot,0.0,1.0,5.0,95.0,4.73
3171,beautifly,feraligatr,0.0,0.0,9.0,91.0,5.79
3172,beautifly,kabutops,0.0,2.0,1.0,99.0,3.35
3173,beautifly,dewgong,0.0,1.0,9.0,91.0,7.56
3174,beautifly,seaking,0.0,0.0,2.0,98.0,4.64
3175,beautifly,huntail,0.0,0.0,63.0,37.0,5.77
3176,beautifly,kingdra,0.0,0.0,1.0,99.0,5.65
3177,beautifly,lapras,0.0,1.0,0.0,100.0,5.54
3178,beautifly,lumineon,0.0,0.0,36.0,64.0,7.36
3179,beautifly,milotic,0.0,0.0,2.0,98.0,6.52
3180,beautifly,chatot,0.0,1.0,17.0,83.0,5.19
3181,beautifly,slowking,1.0,0.0,12.0,88.0,7.22
3182,beautifly,gorebyss,0.0,0.0,45.0,55.0,5.51
3183,beautifly,politoed,0.0,0.0,0.0,100.0,6.54
3184,beautifly,lucario,0.0,0.0,11.0,89.0,5.31
3185,beautifly,abomasnow,1.0,1.0,15.0,85.0,5.49
3186,beautifly,weavile,1.0,1.0,1.0,99.0,3.73
3187,beautifly,alolan sandslash,-1.0,1.0,9.0,91.0,5.77
3188,beautifly,cursola,0.0,0.0,28.0,72.0,5.96
3189,beautifly,gengar,0.0,0.0,14.0,86.0,5.4
3190,beautifly,drifblim,0.0,1.0,1.0,99.0,5.05
3191,beautifly,mismagius,0.0,0.0,14.0,86.0,5.88
3192,beautifly,froslass,0.0,1.0,7.0,93.0,5.09
3193,beautifly,shedinja,1.0,0.0,99.0,1.0,1.59
3194,beautifly,dusknoir,0.0,0.0,2.0,98.0,7.06
3195,beautifly,exploud,0.0,0.0,7.0,93.0,6.69
3196,beautifly,camerupt,0.0,1.0,15.0,85.0,5.31
3197,beautifly,torkoal,0.0,1.0,33.0,67.0,6.05
3198,beautifly,exeggutor,2.0,0.0,81.0,19.0,7.35
3199,beautifly,alolan exeggutor,1.0,0.0,72.0,28.0,8.76
3200,beautifly,marowak,0.0,0.0,54.0,46.0,6.54
3201,beautifly,alolan marowak,0.0,1.0,36.0,64.0,5.78
3202,beautifly,luvdisc,0.0,0.0,95.0,5.0,5.41
3203,beautifly,clefable,0.0,0.0,3.0,97.0,6.6
3204,beautifly,gallade,1.0,0.0,14.0,86.0,5.26
3205,beautifly,galarian rapidash,0.0,0.0,16.0,84.0,4.94
3206,beautifly,swalot,0.0,0.0,12.0,88.0,8.5
3207,beautifly,weezing,0.0,0.0,45.0,55.0,6.16
3208,beautifly,arbok,0.0,0.0,23.0,77.0,5.67
3209,beautifly,raticate,0.0,0.0,54.0,46.0,6.0
3210,beautifly,alolan raticate,1.0,0.0,52.0,48.0,6.84
3211,beautifly,stantler,0.0,0.0,30.0,70.0,6.18
3212,beautifly,rampardos,0.0,2.0,0.0,100.0,3.7
3213,beautifly,lickilicky,0.0,0.0,4.0,96.0,8.48
3214,beautifly,rapidash,0.0,1.0,6.0,94.0,4.24
3215,beautifly,wigglytuff,0.0,0.0,7.0,93.0,7.93
3216,beautifly,muk,0.0,0.0,2.0,98.0,7.74
3217,beautifly,sunflora,1.0,0.0,17.0,83.0,5.71
3218,beautifly,sudowoodo,0.0,2.0,9.0,91.0,4.77
3219,beautifly,tauros,0.0,0.0,9.0,91.0,4.65
3220,beautifly,drapion,0.0,0.0,19.0,81.0,6.73
3221,beautifly,obstagoon,1.0,0.0,10.0,90.0,5.94
3222,beautifly,ambipom,0.0,0.0,4.0,96.0,5.22
3223,beautifly,scizor,0.0,0.0,5.0,95.0,4.17
3224,beautifly,beedrill,1.0,0.0,52.0,48.0,6.1
3225,beautifly,scyther,1.0,1.0,1.0,99.0,3.35
3226,beautifly,dunsparce,0.0,0.0,41.0,59.0,8.55
3227,beautifly,masquerain,1.0,1.0,15.0,85.0,4.59
3228,beautifly,mothim,1.0,1.0,12.0,88.0,4.56
3229,beautifly,garchomp,0.0,0.0,2.0,98.0,5.42
3230,beautifly,dragonite,0.0,1.0,0.0,100.0,4.34
3231,beautifly,salamence,0.0,1.0,0.0,100.0,4.22
3232,beautifly,flygon,0.0,0.0,5.0,95.0,6.17
3233,beautifly,delcatty,0.0,0.0,32.0,68.0,6.04
3234,beautifly,furret,0.0,0.0,9.0,91.0,7.81
3235,beautifly,linoone,0.0,0.0,12.0,88.0,7.54
3236,beautifly,zangoose,0.0,0.0,9.0,91.0,5.41
3237,beautifly,persian,0.0,0.0,4.0,96.0,5.06
3238,beautifly,alolan persian,1.0,0.0,18.0,82.0,5.54
3239,beautifly,cherrim,1.0,0.0,41.0,59.0,5.81
3240,bellossom,skarmory,-1.0,1.0,24.0,76.0,8.32
3241,bellossom,vespiquen,0.0,1.0,37.0,63.0,10.67
3242,bellossom,farfetch'd,0.0,1.0,79.0,21.0,6.63
3243,bellossom,dodrio,0.0,1.0,26.0,74.0,5.94
3244,bellossom,staraptor,0.0,1.0,7.0,93.0,6.33
3245,bellossom,swellow,0.0,1.0,27.0,73.0,9.43
3246,bellossom,hitmontop,0.0,1.0,24.0,76.0,5.46
3247,bellossom,noctowl,0.0,1.0,29.0,71.0,10.71
3248,bellossom,crobat,0.0,1.0,4.0,96.0,7.08
3249,bellossom,fearow,0.0,1.0,68.0,32.0,7.62
3250,bellossom,pidgeot,0.0,1.0,21.0,79.0,7.95
3251,bellossom,feraligatr,1.0,0.0,51.0,49.0,8.49
3252,bellossom,kabutops,2.0,0.0,70.0,30.0,5.06
3253,bellossom,dewgong,1.0,1.0,55.0,45.0,9.87
3254,bellossom,seaking,1.0,0.0,53.0,47.0,7.65
3255,bellossom,huntail,1.0,0.0,91.0,9.0,6.53
3256,bellossom,kingdra,0.0,0.0,9.0,91.0,7.59
3257,bellossom,lapras,1.0,1.0,4.0,96.0,7.52
3258,bellossom,lumineon,1.0,0.0,90.0,10.0,9.14
3259,bellossom,milotic,1.0,0.0,50.0,50.0,10.62
3260,bellossom,chatot,0.0,1.0,49.0,51.0,8.29
3261,bellossom,slowking,1.0,0.0,69.0,31.0,9.49
3262,bellossom,gorebyss,1.0,0.0,81.0,19.0,6.24
3263,bellossom,politoed,1.0,0.0,78.0,22.0,10.2
3264,bellossom,lucario,-1.0,1.0,0.0,100.0,5.32
3265,bellossom,abomasnow,0.0,1.0,8.0,92.0,8.48
3266,bellossom,weavile,0.0,1.0,5.0,95.0,4.89
3267,bellossom,alolan sandslash,-1.0,1.0,15.0,85.0,8.29
3268,bellossom,cursola,0.0,0.0,64.0,36.0,6.52
3269,bellossom,gengar,-1.0,1.0,8.0,92.0,5.92
3270,bellossom,drifblim,-1.0,1.0,7.0,93.0,10.19
3271,bellossom,mismagius,0.0,0.0,65.0,35.0,7.81
3272,bellossom,froslass,0.0,1.0,38.0,62.0,8.08
3273,bellossom,shedinja,-1.0,1.0,99.0,1.0,2.55
3274,bellossom,dusknoir,0.0,0.0,14.0,86.0,12.24
3275,bellossom,exploud,0.0,0.0,53.0,47.0,11.33
3276,bellossom,camerupt,0.0,1.0,15.0,85.0,7.62
3277,bellossom,torkoal,0.0,1.0,60.0,40.0,8.72
3278,bellossom,exeggutor,0.0,0.0,1.0,99.0,12.28
3279,bellossom,alolan exeggutor,0.0,0.0,34.0,66.0,11.54
3280,bellossom,marowak,1.0,0.0,63.0,37.0,7.05
3281,bellossom,alolan marowak,-1.0,1.0,9.0,91.0,7.33
3282,bellossom,luvdisc,1.0,0.0,100.0,0.0,5.34
3283,bellossom,clefable,0.0,0.0,26.0,74.0,10.76
3284,bellossom,gallade,0.0,1.0,7.0,93.0,5.41
3285,bellossom,galarian rapidash,0.0,0.0,53.0,47.0,8.69
3286,bellossom,swalot,0.0,1.0,15.0,85.0,11.17
3287,bellossom,weezing,0.0,1.0,56.0,44.0,7.86
3288,bellossom,arbok,0.0,1.0,44.0,56.0,7.62
3289,bellossom,raticate,0.0,0.0,88.0,12.0,8.3
3290,bellossom,alolan raticate,0.0,0.0,85.0,15.0,11.35
3291,bellossom,stantler,0.0,0.0,84.0,16.0,9.1
3292,bellossom,rampardos,1.0,0.0,5.0,95.0,5.27
3293,bellossom,lickilicky,0.0,0.0,17.0,83.0,14.95
3294,bellossom,rapidash,0.0,1.0,33.0,67.0,6.97
3295,bellossom,wigglytuff,0.0,0.0,44.0,56.0,14.14
3296,bellossom,muk,0.0,1.0,22.0,78.0,9.85
3297,bellossom,sunflora,0.0,0.0,40.0,60.0,9.02
3298,bellossom,sudowoodo,1.0,0.0,90.0,10.0,7.4
3299,bellossom,tauros,0.0,0.0,36.0,64.0,8.82
3300,bellossom,drapion,0.0,1.0,37.0,63.0,9.03
3301,bellossom,obstagoon,0.0,0.0,24.0,76.0,10.94
3302,bellossom,ambipom,0.0,0.0,14.0,86.0,9.78
3303,bellossom,scizor,-1.0,1.0,0.0,100.0,5.08
3304,bellossom,beedrill,0.0,1.0,25.0,75.0,6.25
3305,bellossom,scyther,0.0,1.0,0.0,100.0,4.62
3306,bellossom,dunsparce,0.0,0.0,83.0,17.0,12.21
3307,bellossom,masquerain,0.0,1.0,36.0,64.0,7.2
3308,bellossom,mothim,0.0,1.0,46.0,54.0,7.34
3309,bellossom,garchomp,0.0,0.0,0.0,100.0,7.38
3310,bellossom,dragonite,0.0,1.0,0.0,100.0,5.48
3311,bellossom,salamence,0.0,1.0,0.0,100.0,5.52
3312,bellossom,flygon,0.0,0.0,16.0,84.0,11.14
3313,bellossom,delcatty,0.0,0.0,92.0,8.0,8.28
3314,bellossom,furret,0.0,0.0,57.0,43.0,12.87
3315,bellossom,linoone,0.0,0.0,47.0,53.0,13.45
3316,bellossom,zangoose,0.0,0.0,31.0,69.0,7.23
3317,bellossom,persian,0.0,0.0,26.0,74.0,9.3
3318,bellossom,alolan persian,0.0,0.0,39.0,61.0,11.19
3319,bellossom,cherrim,0.0,0.0,73.0,27.0,9.99
3320,bellossom,beautifly,0.0,1.0,58.0,42.0,6.68
3321,ludicolo,skarmory,0.0,1.0,25.0,75.0,6.23
3322,ludicolo,vespiquen,0.0,1.0,14.0,86.0,8.96
3323,ludicolo,farfetch'd,0.0,1.0,63.0,37.0,6.33
3324,ludicolo,dodrio,0.0,1.0,21.0,79.0,5.55
3325,ludicolo,staraptor,0.0,1.0,2.0,98.0,5.84
3326,ludicolo,swellow,0.0,1.0,14.0,86.0,7.6
3327,ludicolo,hitmontop,0.0,0.0,26.0,74.0,5.68
3328,ludicolo,noctowl,0.0,1.0,15.0,85.0,9.52
3329,ludicolo,crobat,0.0,1.0,0.0,100.0,6.04
3330,ludicolo,fearow,0.0,1.0,44.0,56.0,6.98
3331,ludicolo,pidgeot,0.0,1.0,7.0,93.0,6.77
3332,ludicolo,feraligatr,1.0,0.0,30.0,70.0,7.18
3333,ludicolo,kabutops,2.0,0.0,54.0,46.0,5.06
3334,ludicolo,dewgong,1.0,0.0,59.0,41.0,10.81
3335,ludicolo,seaking,1.0,0.0,24.0,76.0,6.88
3336,ludicolo,huntail,1.0,0.0,76.0,24.0,5.94
3337,ludicolo,kingdra,0.0,0.0,7.0,93.0,7.99
3338,ludicolo,lapras,1.0,0.0,44.0,56.0,12.54
3339,ludicolo,lumineon,1.0,0.0,79.0,21.0,8.17
3340,ludicolo,milotic,1.0,0.0,45.0,55.0,10.73
3341,ludicolo,chatot,0.0,1.0,58.0,42.0,7.64
3342,ludicolo,slowking,1.0,0.0,54.0,46.0,9.94
3343,ludicolo,gorebyss,1.0,0.0,85.0,15.0,6.29
3344,ludicolo,politoed,1.0,0.0,48.0,52.0,10.01
3345,ludicolo,lucario,0.0,0.0,7.0,93.0,5.89
3346,ludicolo,abomasnow,-1.0,0.0,2.0,98.0,9.34
3347,ludicolo,weavile,0.0,0.0,3.0,97.0,6.11
3348,ludicolo,alolan sandslash,0.0,0.0,59.0,41.0,7.71
3349,ludicolo,cursola,0.0,0.0,50.0,50.0,7.24
3350,ludicolo,gengar,0.0,1.0,15.0,85.0,5.89
3351,ludicolo,drifblim,0.0,1.0,14.0,86.0,8.18
3352,ludicolo,mismagius,0.0,0.0,51.0,49.0,8.81
3353,ludicolo,froslass,0.0,0.0,57.0,43.0,10.13
3354,ludicolo,shedinja,0.0,1.0,98.0,2.0,1.6
3355,ludicolo,dusknoir,0.0,0.0,4.0,96.0,10.0
3356,ludicolo,exploud,0.0,0.0,30.0,70.0,9.66
3357,ludicolo,camerupt,2.0,0.0,91.0,9.0,6.25
3358,ludicolo,torkoal,1.0,0.0,88.0,12.0,6.88
3359,ludicolo,exeggutor,-1.0,0.0,21.0,79.0,15.61
3360,ludicolo,alolan exeggutor,-2.0,0.0,1.0,98.0,18.17
3361,ludicolo,marowak,1.0,0.0,80.0,20.0,6.68
3362,ludicolo,alolan marowak,1.0,0.0,76.0,24.0,6.66
3363,ludicolo,luvdisc,1.0,0.0,100.0,0.0,5.18
3364,ludicolo,clefable,0.0,0.0,36.0,64.0,13.0
3365,ludicolo,gallade,0.0,0.0,13.0,87.0,6.95
3366,ludicolo,galarian rapidash,0.0,0.0,14.0,86.0,7.1
3367,ludicolo,swalot,0.0,1.0,14.0,86.0,9.72
3368,ludicolo,weezing,0.0,1.0,59.0,41.0,7.25
3369,ludicolo,arbok,0.0,1.0,22.0,78.0,6.38
3370,ludicolo,raticate,0.0,0.0,68.0,32.0,7.48
3371,ludicolo,alolan raticate,0.0,0.0,47.0,53.0,10.07
3372,ludicolo,stantler,0.0,0.0,46.0,54.0,8.04
3373,ludicolo,rampardos,1.0,0.0,50.0,50.0,6.98
3374,ludicolo,lickilicky,0.0,0.0,6.0,94.0,11.98
3375,ludicolo,rapidash,1.0,0.0,32.0,68.0,6.64
3376,ludicolo,wigglytuff,0.0,0.0,34.0,66.0,12.96
3377,ludicolo,muk,0.0,1.0,10.0,90.0,9.04
3378,ludicolo,sunflora,-1.0,0.0,10.0,90.0,11.1
3379,ludicolo,sudowoodo,1.0,0.0,84.0,16.0,7.22
3380,ludicolo,tauros,0.0,0.0,12.0,88.0,6.88
3381,ludicolo,drapion,0.0,1.0,24.0,76.0,7.44
3382,ludicolo,obstagoon,0.0,0.0,4.0,96.0,8.4
3383,ludicolo,ambipom,0.0,0.0,3.0,97.0,7.81
3384,ludicolo,scizor,0.0,1.0,2.0,98.0,4.72
3385,ludicolo,beedrill,0.0,1.0,18.0,82.0,6.46
3386,ludicolo,scyther,0.0,1.0,0.0,100.0,4.92
3387,ludicolo,dunsparce,0.0,0.0,62.0,38.0,10.58
3388,ludicolo,masquerain,0.0,1.0,30.0,70.0,8.34
3389,ludicolo,mothim,0.0,1.0,38.0,62.0,6.4
3390,ludicolo,garchomp,0.0,0.0,3.0,97.0,7.21
3391,ludicolo,dragonite,-1.0,1.0,0.0,100.0,5.52
3392,ludicolo,salamence,-1.0,1.0,0.0,100.0,5.58
3393,ludicolo,flygon,0.0,0.0,5.0,95.0,8.75
3394,ludicolo,delcatty,0.0,0.0,70.0,30.0,8.18
3395,ludicolo,furret,0.0,0.0,27.0,73.0,10.23
3396,ludicolo,linoone,0.0,0.0,20.0,80.0,11.48
3397,ludicolo,zangoose,0.0,0.0,27.0,73.0,6.63
3398,ludicolo,persian,0.0,0.0,18.0,82.0,7.46
3399,ludicolo,alolan persian,0.0,0.0,21.0,79.0,9.39
3400,ludicolo,cherrim,-1.0,0.0,49.0,51.0,11.79
